SHOP_URL,GOODS_NAME,GOODS_URL,SHOP_NAME,COMPANY_NAME,file_urls,COMPANY_ADDRESS,GOODS_PRICE
//rate.taobao.com/user-rate-UvGQWvmvYMmIYvQTT.htm,纯棉打底衫女长袖2017秋冬中长款修身百搭女士加绒加厚保暖上衣服,http://detail.tmall.com/item.htm?id=561244812702&skuId=3516116888815&user_id=3400314211&cat_id=2&is_b=1&rn=1a4dd009837b5115dfb412f38ff51313,雪之女王旗舰店,,http://img.alicdn.com/bao/uploaded/i4/3400314211/TB1g7yjcL2H8KJjy0FcXXaDlFXa_!!0-item_pic.jpg_b.jpg,,79.00
//rate.taobao.com/user-rate-UvCk4MFkGvG8YvWTT.htm,筱花毛呢阔腿裤秋冬新款女高腰显瘦大码休闲九分裤直筒裤西装裤,http://detail.tmall.com/item.htm?id=542632662137&skuId=3262168213843&user_id=2985933513&cat_id=2&is_b=1&rn=1a4dd009837b5115dfb412f38ff51313,筱花旗舰店,"浙江,  杭州",http://img.alicdn.com/bao/uploaded/i3/TB12jIUOFXXXXbpaXXXXXXXXXXX_!!0-item_pic.jpg_b.jpg,,148.00
//rate.taobao.com/user-rate-UvFgGMGHYOFNLvNTT.htm,毛呢外套女中长款韩版2017新款秋冬款小个子呢子双面无羊绒大衣女,http://detail.tmall.com/item.htm?id=539907124056&skuId=3675086362860&user_id=1837119060&cat_id=2&is_b=1&rn=1a4dd009837b5115dfb412f38ff51313,汤普莉旗舰店,,http://img.alicdn.com/bao/uploaded/i3/1837119060/TB1rQlgaJLO8KJjSZPcXXaV0FXa_!!0-item_pic.jpg_b.jpg,"上海,  上海市",599.00
//rate.taobao.com/user-rate-UOmx0OFvSvmxu.htm,纯棉格子衬衫女长袖秋装休闲寸加厚打底衬衣上衣韩版大码女装外套,http://detail.tmall.com/item.htm?id=23569488934&skuId=4611686041996876838&user_id=864939067&cat_id=2&is_b=1&rn=1a4dd009837b5115dfb412f38ff51313,韵派服饰专营店,,http://img.alicdn.com/bao/uploaded/i1/864939067/TB1Q2DncwvD8KJjSsplXXaIEFXa_!!0-item_pic.jpg_b.jpg,"浙江,  金华",49.00
//rate.taobao.com/user-rate-UvCH4vGNLOFvbvQTT.htm,VOAE2017新款海宁羊卷毛皮草外套女中长款水貂毛貂皮大衣韩版显瘦,http://detail.tmall.com/item.htm?id=560457348055&skuId=3670658427487&user_id=2183069351&cat_id=2&is_b=1&rn=1a4dd009837b5115dfb412f38ff51313,voae旗舰店,,http://img.alicdn.com/bao/uploaded/i4/2183069351/TB1ogHCghHI8KJjy1zbXXaxdpXa_!!0-item_pic.jpg_b.jpg,"浙江省,  嘉兴市",4390.00
//rate.taobao.com/user-rate-UvG8LvmxWvGvW.htm,【聚满800-80】ONLY2017冬季宽松字母印花针织连衣裙女|117146503,http://detail.tmall.com/item.htm?id=542558036557&skuId=3261590316521&user_id=356060330&cat_id=2&is_b=1&rn=1a4dd009837b5115dfb412f38ff51313,only官方旗舰店,,http://img.alicdn.com/bao/uploaded/i3/356060330/TB1zeKdfQfb_uJjSsrbXXb6bVXa_!!0-item_pic.jpg_b.jpg,天津,299.50
//rate.taobao.com/user-rate-UMGvSvmvuvGIW.htm,波司登打底裤女秋裤外穿薄款莫代尔踩脚裤大码弹力显瘦九分裤长裤,http://detail.tmall.com/item.htm?id=44734005221&skuId=3147916387993&user_id=739037320&cat_id=2&is_b=1&rn=1a4dd009837b5115dfb412f38ff51313,旺度服饰专营店,,http://img.alicdn.com/bao/uploaded/i1/739037320/TB174bFcsjI8KJjSsppXXXbyVXa_!!0-item_pic.jpg_b.jpg,上海,45.00
//rate.taobao.com/user-rate-UvCkSMGkuvmcLONTT.htm,2017新款秋冬季韩版毛呢阔腿裤高腰格子长裤宽松百搭直筒呢子裤子,http://detail.tmall.com/item.htm?id=559837090147&skuId=3493236021420&user_id=2997970768&cat_id=2&is_b=1&rn=1a4dd009837b5115dfb412f38ff51313,娇芙朵旗舰店,北京,http://img.alicdn.com/bao/uploaded/i1/2997970768/TB1ivYuf0fJ8KJjy0FeXXXKEXXa_!!2-item_pic.png_b.jpg,,128.00
//rate.taobao.com/user-rate-UMGQSvGcyvmxW.htm,姿忆秀纯棉长袖T恤女打底衫女2017新款秋装修身上衣秋季韩版气质,http://detail.tmall.com/item.htm?id=544529060799&skuId=3281725112352&user_id=749372060&cat_id=2&is_b=1&rn=1a4dd009837b5115dfb412f38ff51313,姿忆秀旗舰店,,http://img.alicdn.com/bao/uploaded/i4/TB1AFqWPpXXXXaPXXXXXXXXXXXX_!!0-item_pic.jpg_b.jpg,"江苏,  无锡",99.00
//rate.taobao.com/user-rate-UvCHbOmHyMFIGMQTT.htm,欧黎蔓2017秋冬款毛呢外套女中长款斗篷宽松加厚双面羊毛呢子大衣,http://detail.tmall.com/item.htm?id=525472719356&skuId=3127922542786&user_id=2158125235&cat_id=2&is_b=1&rn=1a4dd009837b5115dfb412f38ff51313,欧黎蔓旗舰店,,http://img.alicdn.com/bao/uploaded/i3/2158125235/TB1K7uEbjgy_uJjSZR0XXaK5pXa_!!0-item_pic.jpg_b.jpg,"湖北省,  武汉市",899.00
//rate.taobao.com/user-rate-UvCHyvmk4vFkuvgTT.htm,弹力修身高腰牛仔裤女大码胖mm小脚长裤秋季加绒铅笔裤春秋显瘦潮,http://detail.tmall.com/item.htm?id=535017700482&skuId=3239741453145&user_id=2120981972&cat_id=2&is_b=1&rn=1a4dd009837b5115dfb412f38ff51313,澜克利莎旗舰店,,http://img.alicdn.com/bao/uploaded/i1/TB1yC3UKFXXXXcmXVXXXXXXXXXX_!!0-item_pic.jpg_b.jpg,"广东,  东莞",59.00
//rate.taobao.com/user-rate-UvFcbMF84MmHLMQTT.htm,纯棉格子衬衫女长袖2017春秋新款韩版修身大码上衣打底衬衣寸外套,http://detail.tmall.com/item.htm?id=44047944200&skuId=4611686062475332104&user_id=1755584165&cat_id=2&is_b=1&rn=1a4dd009837b5115dfb412f38ff51313,起梵服饰专营店,,http://img.alicdn.com/bao/uploaded/i3/1755584165/TB1P_vcdHsTMeJjSszhXXcGCFXa_!!0-item_pic.jpg_b.jpg,"浙江,  金华",69.00
//rate.taobao.com/user-rate-UvCH0MmHLMFILvWTT.htm,茵曼旗舰店2017冬装新款印花长袖亚麻衬衣女士棉麻衬衫上衣女寸衫,http://detail.tmall.com/item.htm?id=533155455105&skuId=3675261074798&user_id=2144165263&cat_id=2&is_b=1&rn=1a4dd009837b5115dfb412f38ff51313,inman茵曼欧瑞专卖店,,http://img.alicdn.com/bao/uploaded/i4/2144165263/TB1RHSBg3nH8KJjSspcXXb3QFXa_!!0-item_pic.jpg_b.jpg,"广东,  广州",179.00
//rate.taobao.com/user-rate-UvFkbMGxLvCvSMQTT.htm,薄款棉衣女中长款冬装原创大码文艺圆领修身女装外套包边棉袄袄子,http://detail.tmall.com/item.htm?id=540285859801&skuId=3203463095249&user_id=1957662395&cat_id=2&is_b=1&rn=1a4dd009837b5115dfb412f38ff51313,娢妤谍旗舰店,,http://img.alicdn.com/bao/uploaded/i1/1957662395/TB1dMSqcZbI8KJjy1zdXXbe1VXa_!!0-item_pic.jpg_b.jpg,"浙江,  杭州",238.00
//rate.taobao.com/user-rate-UMmIWMFxuMG8u.htm,"聚12,12活动价305.6Vero Moda低领插肩袖针织连衣裙|317146510",http://detail.tmall.com/item.htm?id=543866810536&skuId=3274282236989&user_id=420567757&cat_id=2&is_b=1&rn=1a4dd009837b5115dfb412f38ff51313,veromoda官方旗舰店,,http://img.alicdn.com/bao/uploaded/i3/420567757/TB1b2OEctLO8KJjSZPcXXaV0FXa_!!0-item_pic.jpg_b.jpg,天津,339.50
//rate.taobao.com/user-rate-UvFNLvmgWMC8yOQTT.htm,泰国民族风女装长裙夏季波西米亚连衣裙巴厘岛海边海滩度假沙滩裙,http://detail.tmall.com/item.htm?id=527834388163&skuId=3141398952202&user_id=1060806529&cat_id=2&is_b=1&rn=1a4dd009837b5115dfb412f38ff51313,vividini旗舰店,,http://img.alicdn.com/bao/uploaded/i2/TB1IS71RpXXXXX1XXXXXXXXXXXX_!!0-item_pic.jpg_b.jpg,"广东省,  东莞市",158.00
//rate.taobao.com/user-rate-UOmQGOmcSMF8b.htm,黑色牛仔裤女春秋2017新款韩版显瘦九分裤加绒高腰冬季小脚长裤子,http://detail.tmall.com/item.htm?id=537966915503&skuId=4611686556394303407&user_id=843879555&cat_id=2&is_b=1&rn=1a4dd009837b5115dfb412f38ff51313,慕汀服饰旗舰店,,http://img.alicdn.com/bao/uploaded/i3/TB1bGUYQFXXXXb.XXXXXXXXXXXX_!!0-item_pic.jpg_b.jpg,"广东,  广州",69.00
//rate.taobao.com/user-rate-UvFxSMFNGMGx0vgTT.htm,2017春秋装新款风衣女中长款韩版修身显瘦大码女装女式大衣外套潮,http://detail.tmall.com/item.htm?id=20137881710&skuId=49058468921&user_id=1695037642&cat_id=2&is_b=1&rn=1a4dd009837b5115dfb412f38ff51313,圣多名妮旗舰店,,http://img.alicdn.com/bao/uploaded/i2/TB10GuzPVXXXXcgXpXXXXXXXXXX_!!0-item_pic.jpg_b.jpg,"广东省,  深圳市",85.00
//rate.taobao.com/user-rate-UvFcWMFQLvFguONTT.htm,棉服女短款2017冬季新款韩版轻薄宽松外套女装拼接棉衣时尚小棉袄,http://detail.tmall.com/item.htm?id=539780241228&skuId=3673132250107&user_id=1705461878&cat_id=2&is_b=1&rn=1a4dd009837b5115dfb412f38ff51313,卡尚门旗舰店,,http://img.alicdn.com/bao/uploaded/i2/TB1eLDwNFXXXXaxXXXXXXXXXXXX_!!0-item_pic.jpg_b.jpg,"浙江,  杭州",278.00
//rate.taobao.com/user-rate-UOFQWvmgGvGkT.htm,佐丹奴短外套 女装复合摇粒绒连帽可拆夹克外套 运动防风05375502,http://detail.tmall.com/item.htm?id=522918834546&skuId=3497342192591&user_id=94008339&cat_id=2&is_b=1&rn=1a4dd009837b5115dfb412f38ff51313,佐丹奴官方旗舰店,,http://img.alicdn.com/bao/uploaded/i2/94008339/TB1D5PzgZrI8KJjy0FhXXbfnpXa_!!0-item_pic.jpg_b.jpg,"广东,  广州",269.90
//rate.taobao.com/user-rate-UOFQWvmgGvGkT.htm,佐丹奴飞行员夹克 女装加厚防风夹棉外套 棒球领女短外套05376658,http://detail.tmall.com/item.htm?id=539110997161&skuId=3221823929944&user_id=94008339&cat_id=2&is_b=1&rn=1a4dd009837b5115dfb412f38ff51313,佐丹奴官方旗舰店,,http://img.alicdn.com/bao/uploaded/i3/94008339/TB17EYicpTM8KJjSZFlXXaO8FXa_!!0-item_pic.jpg_b.jpg,"广东,  广州",399.90
//rate.taobao.com/user-rate-UvFcYOmkuOFNGOQTT.htm,秋冬新款韩版运动休闲女裤加绒加厚宽松哈伦裤大码小直筒卫裤潮,http://detail.tmall.com/item.htm?id=521404129661&skuId=3506331865847&user_id=1718979039&cat_id=2&is_b=1&rn=1a4dd009837b5115dfb412f38ff51313,luckbain服饰旗舰店,,http://img.alicdn.com/bao/uploaded/i4/1718979039/TB1TvyTljuhSKJjSspmXXcQDpXa_!!0-item_pic.jpg_b.jpg,"浙江省,  金华市",59.00
